state_fips,state_name,n_respondents,baseline,glm_mrp,glmer_mrp,srp,glmerstan,mrdeep
34,New Jersey,139,0.697841726618705,0.6859055721258995,0.6977765170723184,0.6758956936382681,0.6913770590755718,0.6392249
35,New Mexico,32,0.71875,0.5734403351286991,0.6551388380444993,0.6320147172143774,0.6649527668566964,0.65125597
36,New York,292,0.7568493150684932,0.7635329405422508,0.7607257679517869,0.7488132418508766,0.762686236989708,0.67350847
37,North Carolina,158,0.569620253164557,0.6259267722020148,0.6262151320745457,0.6116221082257746,0.5978372947445599,0.6502132
38,North Dakota,12,0.5,0.584845840008044,0.5261725548481996,0.5995558559504637,0.5536874412455542,0.6897735
39,Ohio,174,0.603448275862069,0.58943830520644,0.5835479210500654,0.606233842993144,0.5982233958089258,0.6501158
40,Oklahoma,59,0.576271186440678,0.5420417084978075,0.5324527550760402,0.5843443170745134,0.549342612101392,0.6533129
41,Oregon,62,0.7096774193548387,0.7094116764370793,0.6922657041545859,0.6515764393157595,0.6974816912670023,0.6223533
42,Pennsylvania,192,0.5989583333333334,0.6036665660834277,0.6331661512264095,0.6272514354251087,0.6146471955313408,0.6347268
44,Rhode Island,15,0.6666666666666666,0.7365785004525736,0.6605040879949835,0.65872391830415,0.6743818347591319,0.5674669
45,South Carolina,79,0.5443037974683544,0.5940954297765434,0.5749873061412547,0.6076969212903044,0.5707236508914806,0.6290936
46,South Dakota,14,0.5,0.5929318426387816,0.5336819562479828,0.6080970759982608,0.5416443456314997,0.6163769
47,Tennessee,106,0.660377358490566,0.5492858983772451,0.5484816361407433,0.5894904635213433,0.6087280952757445,0.62238914
48,Texas,445,0.6157303370786517,0.6075270764738597,0.6271264391695807,0.6107078195157929,0.6205642554077557,0.6657162
49,Utah,51,0.6470588235294118,0.6219091056519633,0.5968260199944906,0.6207879176777784,0.6175597206647585,0.6537131
50,Vermont,10,0.9,0.7196938708073888,0.6968856431499901,0.6446244835896299,0.7180881424939729,0.67717385
51,Virginia,128,0.734375,0.6666889491484239,0.6677429069714277,0.6825117499309882,0.7005767339106255,0.6122669
53,Washington,116,0.6810344827586207,0.7284555210068355,0.7111934919553656,0.6702694206341567,0.7027767455405733,0.64973366
54,West Virginia,26,0.5769230769230769,0.5612022570603934,0.4933889317295621,0.5773602237616112,0.5335875071798234,0.6050732
55,Wisconsin,87,0.5862068965517241,0.5998327897739795,0.6039556770418175,0.6135981570503611,0.5969001534918075,0.62366635
56,Wyoming,9,0.7777777777777778,0.6031470754047142,0.5237146352328211,0.6026689402347374,0.5819676848340928,0.63498014
